Weenie ID,Weenie String,Weenie Class Name,Release,Type,Status,Patch Name,Quest Name,Comments
7851,Mocha Base,mochabase,Retail,,,,,
7852,Mocha,mocha,Retail,,,,,
7853,Rich Mocha,mocharich,Retail,,,,,
7854,Iced Mocha,mochaiced,Retail,,,,,
7855,Rich Iced Mocha,mocharichiced,Retail,,,,,
7856,Crushed Ice,icecrushed,Retail,,,,,
7857,Chocolate Cake Batter,cakebatterchocolate,Retail,,,,,
7858,Chocolate Cake,cakechocolate,Retail,,,,,
7859,Ground Meat,meatground,Retail,,,,,
7860,Holtburger,holtburger,Retail,,,,,
7861,Healing Holtburger,healingholtburger,Retail,,,,,
7862,Mana Holtburger,manaholtburger,Retail,,,,,
7863,Hearty Holtburger,heartyholtburger,Retail,,,,,
7864,Hearty Healing Holtburger,heartyhealingholtburger,Retail,,,,,
7865,Hearty Mana Holtburger,heartymanaholtburger,Retail,,,,,
7866,Applesauce,applesauce,Retail,,,,,
7867,Healing Applesauce,healingapplesauce,Retail,,,,,
7868,Mana Applesauce,manaapplesauce,Retail,,,,,
7869,Hearty Applesauce,heartyapplesauce,Retail,,,,,
7870,Hearty Healing Applesauce,heartyhealingapplesauce,Retail,,,,,
7871,Hearty Mana Applesauce,heartymanaapplesauce,Retail,,,,,
7872,Spiced Applesauce,applesaucespiced,Retail,,,,,
7873,Healing Spiced Applesauce,healingapplesaucespiced,Retail,,,,,
7874,Mana Spiced Applesauce,manaapplesaucespiced,Retail,,,,,
7875,Hearty Spiced Applesauce,heartyapplesaucespiced,Retail,,,,,
7876,Hearty Healing Spiced Applesauce,heartyhealingapplesaucespiced,Retail,,,,,
7877,Hearty Mana Spiced Applesauce,heartymanaapplesaucespiced,Retail,,,,,
7878,Sausage,sausage,Retail,,,,,
7879,Rabbit Sausage,sausagerabbit,Retail,,,,,
7880,Spicy Sausage,sausagespicy,Retail,,,,,
7881,Drudge Gut Sausage,sausagedrudgegut,Retail,,,,,
7882,Dansha-Ki,dryreachprisonervendor,Retail,,,,,
7883,Jolly Snowman,snowmanjollygiant,Retail,,,,,
7884,Chocolate Cookbook,cookbookchocolate,Retail,,,,,
7885,Metal Door,doorcolier,Retail,,,,,
7886,Baron's Amulet of Life Giving,amuletcoliermine,Retail,,,,,
7887,Small Chest,chestsoulfearingvestrylow,Retail,,,,,
7888,Small Chest,chestsoulfearingvestrymed,Retail,,,,,
7889,Small Chest,chestsoulfearingvestryhigh,Retail,,,,,
7890,Low Central Mountain Mix Generator,lowcentralmountainsgen,Retail,,,,,
7891,Arena,portalpkarena1,Retail,,,,,
7892,Surface Portal,portalpkarena1exit,Retail,,,,,
7893,Judging Station,portalpkarena1judge,Retail,,,,,
7894,Arena,portalpkarena2,Retail,,,,,
7895,Surface Portal,portalpkarena2exit,Retail,,,,,
7896,Judging Station,portalpkarena2judge,Retail,,,,,
7897,Steel Toed Boots,bootssteeltoe,Retail,,,,,
7898,Tattered Note,septmumiyahnote,Retail,,,,,
7899,Mu-Miyah Note Translation,septmumiyahnotetranslated,Retail,,,,,
7900,Decayed Note,septrevnote,Retail,,,,,
7901,Dark Revenant Note Translation,septrevnotetranslated,Retail,,,,,
7902,Fleshy Lump,septshadownotea,Retail,,,,,
7903,Small Fleshy Lump,septshadownotea1,Retail,,,,,
7904,Small Fleshy Lump,septshadownotea2,Retail,,,,,
7905,Shadow Note Translation,septshadownoteatranslated,Retail,,,,,
7906,Amorphous Lump,septshadownoteb,Retail,,,,,
7907,Small Amorphous Lump,septshadownoteb1,Retail,,,,,
7908,Small Amorphous Lump,septshadownoteb2,Retail,,,,,
7909,Shadow Note Translation,septshadownotebtranslated,Retail,,,,,
7910,Sandy Note,septskelgreatnote,Retail,,,,,
7911,Great Skeleton Note Translation,septskelgreatnotetranslated,Retail,,,,,
7912,Dusty Note,septskelknightnote,Retail,,,,,
7913,Bone Knight Note Translation,septskelknightnotetranslated,Retail,,,,,
7914,Pulsing Lump,septumbrisnote,Retail,,,,,
7915,Umbris Note Translation,septumbrisnotetranslated,Retail,,,,,
7916,Complete Dispatch,septundeadnote,Retail,,,,,
7917,Tattered Scrap of Paper,septundeadnote1,Retail,,,,,
7918,Dusty Scrap of Paper,septundeadnote2,Retail,,,,,
7919,Decayed Scrap of Paper,septundeadnote3,Retail,,,,,
7920,Partial Dispatch,septundeadnotepartial,Retail,,,,,
7921,Translated Dispatch,septundeadnotetranslated,Retail,,,,,
7922,Ground Rabbit,rabbitground,Retail,,,,,
7923,Linkable Monster Generator ( 3 Min.),linkmonstergen3minutes,Retail,,,,,
7924,Linkable Monster Generator ( 5 Min.),linkmonstergen5minutes,Retail,,,,,
7925,Linkable Monster Generator ( 10 Min.),linkmonstergen10minutes,Retail,,,,,
7926,Linkable Monster Generator ( 20 Min.),linkmonstergen20minutes,Retail,,,,,
7927,Low Central Lugian Mountain Mix Generator,lowcentralmountainslugiangen,Retail,,,,,
7928,Low Central Mattekar Mountain Mix Generator,lowcentralmountainsmattekargen,Retail,,,,,
7929,Low Central Ursuin Mountain Mix Generator,lowcentralmountainsursuingen,Retail,,,,,
7930,Low Central Plains Mix Generator,lowcentralplainsgen,Retail,,,,,
7931,Low Central Reedshark Plains Mix Generator,lowcentralplainsreedsharkgen,Retail,,,,,
7932,Linkable Monster Generator ( 4 Min.),linkmonstergen4minutes,Retail,,,,,
7933,Gem of Portal Sending,portalsendinggem,Retail,,,,,
7934,Golem Sanctum Portal,portalgolemsanctum,Retail,,,,,
7935,The Floating City,portalgolemsanctumexit,Retail,,,,,
7936,Aliester's Corollary,bookshadowhunterarmorcorollary,Retail,,,,,
7937,Shadow Cloud,shadowcloud,Retail,,,,,
7938,Warning for PK Arena!,signpkarena,Retail,,,,,
7939,Warning for General Arena!,signnpkarena,Retail,,,,,
7940,Empty Flask,flasksimple,Retail,,,,,
7941,Fenmalain Vestibule Portal,portalfenmalainvestibule,Retail,,,,,
7942,Surface Portal,portalfenmalainvestibuleexit,Retail,,,,,
7943,Fenmalain Portal,portalfenmalain,Retail,,,,,
7944,Surface Portal,portalfenmalainexit,Retail,,,,,
7945,Caulnalain Vestibule Portal,portalcaulnalainvestibule,Retail,,,,,
7946,Surface Portal,portalcaulnalainvestibuleexit,Retail,,,,,
7947,Caulnalain Portal,portalcaulnalain,Retail,,,,,
7948,Surface Portal,portalcaulnalainexit,Retail,,,,,
7949,Shendolain Vestibule Portal,portalshendolainvestibule,Retail,,,,,
7950,Surface Portal,portalshendolainvestibuleexit,Retail,,,,,
7951,Shendolain Portal,portalshendolain,Retail,,,,,
7952,Surface Portal,portalshendolainexit,Retail,,,,,
7953,Fenmalain Menhir Ring Portal,portalfenmalainmenhirring1,Retail,,,,,
7954,Surface Portal,portalfenmalainmenhirring1exit,Retail,,,,,
7955,Fenmalain Menhir Ring Portal,portalfenmalainmenhirring2,Retail,,,,,
7956,Surface Portal,portalfenmalainmenhirring2exit,Retail,,,,,
7957,Caulnalain Menhir Ring Portal,portalcaulnalainmenhirring1,Retail,,,,,
7958,Surface Portal,portalcaulnalainmenhirring1exit,Retail,,,,,
7959,Caulnalain Menhir Ring Portal,portalcaulnalainmenhirring2,Retail,,,,,
7960,Surface Portal,portalcaulnalainmenhirring2exit,Retail,,,,,
7961,Shendolain Menhir Ring Portal,portalshendolainmenhirring1,Retail,,,,,
7962,Surface Portal,portalshendolainmenhirring1exit,Retail,,,,,
7963,Shendolain Menhir Ring Portal,portalshendolainmenhirring2,Retail,,,,,
7964,Surface Portal,portalshendolainmenhirring2exit,Retail,,,,,
7965,Flaming Club,clubfiremonsteronly2,Retail,,,,,
7966,Frost Club,clubfrostmonsteronly2,Retail,,,,,
7967,Club,clubmonsteronly2,Retail,,,,,
7968,Heavy Crossbow,crossbowheavymonsteronly2,Retail,,,,,
7969,Kite Shield,shieldkitemonsteronly2,Retail,,,,,
7970,Acid Long Sword,swordlongacidmonsteronly2,Retail,,,,,
7971,Flaming Long Sword,swordlongfiremonsteronly2,Retail,,,,,
7972,Lightning Tachi,tachielectricmonsteronly2,Retail,,,,,
7973,Flaming Tachi,tachifiremonsteronly2,Retail,,,,,
7974,Yumi,yumimonsteronly2,Retail,,,,,
7975,Vial of Berimphur Dye,dyedarkyellow,Retail,,,,,
7976,Vial of Verdalim Dye,dyedarkgreen,Retail,,,,,
7977,Vial of Hennacin Dye,dyedarkred,Retail,,,,,
7978,Scrawed Grievver,grievverscrawed,Retail,,,,,
7979,Virulent Grievver,grievvervirulent,Retail,,,,,
7980,Venomous Grievver,grievvervenomous,Retail,,,,,
7981,Harrower Grievver,grievverharrower,Retail,,,,,
7982,Destroyer Grievver,grievverdestroyer,Retail,,,,,
7983,Bane Grievver,grievverbane,Retail,,,,,
7984,Parfal Niffis,niffisparfal,Retail,,,,,
7985,Listris Niffis,niffislistris,Retail,,,,,
7986,Glissnal Niffis,niffisglissnal,Retail,,,,,
7987,Opor Niffis,niffisopor,Retail,,,,,
7988,Sephal Niffis,niffissephal,Retail,,,,,
7989,Scavenger Ursuin,ursuinscavenger,Retail,,,,,
7990,Field Ursuin,ursuinfield,Retail,,,,,
7991,Tiofor Ursuin,ursuintiofor,Retail,,,,,
7992,Esper Ursuin,ursuinesper,Retail,,,,,
7993,Linvak Ursuin,ursuinlinvak,Retail,,,,,
7994,Dire Ursuin,ursuindire,Retail,,,,,
7995,Crystal-tip Arrow,arrowcrystaltip,Retail,,,,,
7996,Bundle of Crystal Arrowheads,arrowheadcrystal,Retail,,,,,
7997,Crystal-tip quarrel,boltcrystaltip,Retail,,,,,
7998,Caulnalain Crystal Bow,bowcrystalcaul,Retail,,,,,
7999,Fenmalain Crystal Bow,bowcrystalfen,Retail,,,,,
8000,Shendolain Crystal Bow,bowcrystalshen,Retail,,,,,
8001,Caulnalain Soul Crystal Bow,bowsoulcrystalcaul,Retail,,,,,
8002,Fenmalain Soul Crystal Bow,bowsoulcrystalfen,Retail,,,,,
8003,Shendolain Soul Crystal Bow,bowsoulcrystalshen,Retail,,,,,
8004,Caulnalain Crystal Crossbow,crossbowcrystalcaul,Retail,,,,,
8005,Fenmalain Crystal Crossbow,crossbowcrystalfen,Retail,,,,,
8006,Shendolain Crystal Crossbow,crossbowcrystalshen,Retail,,,,,
8007,Caulnalain Soul Crystal Crossbow,crossbowsoulcrystalcaul,Retail,,,,,
8008,Fenmalain Soul Crystal Crossbow,crossbowsoulcrystalfen,Retail,,,,,
8009,Shendolain Soul Crystal Crossbow,crossbowsoulcrystalshen,Retail,,,,,
8010,Broken Fragment,crystalbrokenfragmentnew,Retail,,,,,
8011,Caulnalain Crystal,crystalcaulnalain,Retail,,,,,
8012,Dual Fragment,crystaldualfragmentnew,Retail,,,,,
8013,Fenmalain Crystal,crystalfenmalain,Retail,,,,,
8014,Fragment,crystalfragmentnew,Retail,,,,,
8015,Shendolain Crystal,crystalshendolain,Retail,,,,,
8016,Caulnalain Gate,gatecaulnalain,Retail,,,,,
8017,Fenmalain Gate,gatefenmalain,Retail,,,,,
8018,Shendolain Gate,gateshendolain,Retail,,,,,
8019,Caulnalain Key,keycaulnalain,Retail,,,,,
8020,Fenmalain Key,keyfenmalain,Retail,,,,,
8021,Shendolain Key,keyshendolain,Retail,,,,,
8022,Caulnalain Crystal Orb,orbcrystalcaul,Retail,,,,,
8023,Fenmalain Crystal Orb,orbcrystalfen,Retail,,,,,
8024,Shendolain Crystal Orb,orbcrystalshen,Retail,,,,,
8025,Caulnalain Soul Crystal Orb,orbsoulcrystalcaul,Retail,,,,,
8026,Fenmalain Soul Crystal Orb,orbsoulcrystalfen,Retail,,,,,
8027,Shendolain Soul Crystal Orb,orbsoulcrystalshen,Retail,,,,,
8028,Caulnalain Crystal Shield,shieldcrystalcaul,Retail,,,,,
8029,Fenmalain Crystal Shield,shieldcrystalfen,Retail,,,,,
8030,Shendolain Crystal Shield,shieldcrystalshen,Retail,,,,,
8031,Caulnalain Soul Crystal Shield,shieldsoulcrystalcaul,Retail,,,,,
8032,Fenmalain Soul Crystal Shield,shieldsoulcrystalfen,Retail,,,,,
8033,Shendolain Soul Crystal Shield,shieldsoulcrystalshen,Retail,,,,,
8034,Caulnalain Soul Crystal,soulcrystalcaulnalain,Retail,,,,,
8035,Fenmalain Soul Crystal,soulcrystalfenmalain,Retail,,,,,
8036,Shendolain Soul Crystal,soulcrystalshendolain,Retail,,,,,
8037,Verdalim Plant,plantdarkgreen,Retail,,,,,
8038,Crushed Verdalim Plant,plantdarkgreencrushed,Retail,,,,,
8039,Hennacin Plant,plantdarkred,Retail,,,,,
8040,Crushed Hennacin Plant,plantdarkredcrushed,Retail,,,,,
8041,Berimphur Plant,plantdarkyellow,Retail,,,,,
8042,Crushed Berimphur Plant,plantdarkyellowcrushed,Retail,,,,,
8043,Verdalim Dye Pot,potdyedarkgreen,Retail,,,,,
8044,Hennacin Dye Pot,potdyedarkred,Retail,,,,,
8045,Berimphur Dye Pot,potdyedarkyellow,Retail,,,,,
8046,Corpse,rottingshadowcorpsemale1,Retail,,,,,
8047,Corpse,rottingshadowcorpsemale2,Retail,,,,,
8048,Corpse,rottingshadowcorpsemale3,Retail,,,,,
8049,Corpse,rottingshadowcorpsefemale1,Retail,,,,,
8050,Corpse,rottingshadowcorpsefemale2,Retail,,,,,
8051,Corpse,rottingshadowcorpsefemale3,Retail,,,,,
8052,Scrawed Grievver,grievverscrawledtufa,Retail,,,,,
8053,Shadow,shadowtufa,Retail,,,,,
8054,Shadow Sprite,shadowspritetufa,Retail,,,,,
8055,Shadow Child,shadowchildtufa,Retail,,,,,
8056,Bane Grievver Camp Generator,grievverbanecampgen,Retail,,,,,
8057,Destroyer Grievver Camp Generator,grievverdestroyercampgen,Retail,,,,,
8058,Harrower Grievver Camp Generator,grievverharrowercampgen,Retail,,,,,
8059,Scrawed Grievver Camp Generator,grievverscrawedcampgen,Retail,,,,,
8060,Venomous Grievver Camp Generator,grievvervenomouscampgen,Retail,,,,,
8061,Virulent Grievver Camp Generator,grievvervirulentcampgen,Retail,,,,,
8062,Glissna Niffis Camp Generator,niffisglissnalcampgen,Retail,,,,,
8063,Listris Niffis Camp Generator,niffislistriscampgen,Retail,,,,,
8064,Opor Niffis Camp Generator,niffisoporcampgen,Retail,,,,,
8065,Parfal Niffis Camp Generator,niffisparfalcampgen,Retail,,,,,
8066,Sephal Niffis Camp Generator,niffissephalcampgen,Retail,,,,,
8067,Dire Ursuin Camp Generator,ursuindirecampgen,Retail,,,,,
8068,Esper Ursuin Camp Generator,ursuinespercampgen,Retail,,,,,
8069,Field Ursuin Camp Generator,ursuinfieldcampgen,Retail,,,,,
8070,Linvak Ursuin Camp Generator,ursuinlinvakcampgen,Retail,,,,,
8071,Scavenger Ursuin Camp Generator,ursuinscavengercampgen,Retail,,,,,
8072,Tiofor Ursuin Camp Generator,ursuintioforcampgen,Retail,,,,,
8073,Shadows of My Doubts,alucontestbook1,Retail,,,,,
8074,The Journals of Change,alucontestbook2,Retail,,,,,
8075,The D00dz,alucontestbook3,Retail,,,,,
8076,Midnight Revelation,garoncontestbook1,Retail,,,,,
8077,Recalling the Calling,garoncontestbook2,Retail,,,,,
8078,Derethian Skies,garoncontestbook3,Retail,,,,,
8079,Loka Jii Learns to Hunt,shocontestbook1,Retail,,,,,
8080,The Emperor's Blade,shocontestbook2,Retail,,,,,
8081,The Journal of Nandesu Ka,shocontestbook3,Retail,,,,,
8082,Shadow Missive,notecaulnalainshadowtranslated,Retail,,,,,
8083,Throbbing Lump,notecaulnalainshadowuntranslated,Retail,,,,,
8084,Shadow Dispatch,notefenmalainshadowtranslated,Retail,,,,,
8085,Oozing Lump,notefenmalainshadowuntranslated,Retail,,,,,
8086,Urgent Dispatch,notefenmalainundeadtranslated,Retail,,,,,
8087,Urgently Written Note,notefenmalainundeaduntranslated,Retail,,,,,
8088,Daily Report,noteshendolainundeadtranslated,Retail,,,,,
8089,Petulantly Written Note,noteshendolainundeaduntranslated,Retail,,,,,
8105,Shadow Cyst,shadowcyst,Retail,,,,,
8106,TEMPORARY PORTAL,portaltemporary,Retail,,,,,
8107,Shadow Cloud,shadowcloudsmall,Retail,,,,,
8108,Caulnalain Satellite Fragment,crystalcaulnalainsatellite,Retail,,,,,
8109,Fenmalain Satellite Fragment,crystalfenmalainsatellite,Retail,,,,,
8110,Shendolain Satellite Fragment,crystalshendolainsatellite,Retail,,,,,
8111,Caulnalain Gem,gemcaulnalain,Retail,,,,,
8112,Caulnalain Soul Gem,gemcaulnalainsoul,Retail,,,,,
8113,Fenmalain Gem,gemfenmalain,Retail,,,,,
8114,Fenmalain Soul Gem,gemfenmalainsoul,Retail,,,,,
8115,Caulnalain Portal Gem,gemportalcaulnalain,Retail,,,,,
8116,Fenmalain Portal Gem,gemportalfenmalain,Retail,,,,,
8117,Shendolain Portal Gem,gemportalshendolain,Retail,,,,,
8118,Shendolain Gem,gemshendolain,Retail,,,,,
8119,Shendolain Soul Gem,gemshendolainsoul,Retail,,,,,
8120,Caulnalain Shadow Leader,shadowcaulnalain,Retail,,,,,
8121,Fenmalain Shadow Leader,shadowfenmalain,Retail,,,,,
8122,Sahoni Arsanc,undeadfenmalain,Retail,,,,,
8123,Elleina of Berkesh,undeadshendolain,Retail,,,,,
8124,Gersan the Sureshot,uzizcrystalcollectorbow,Retail,,,,,
8125,Gervena the Oblique,uzizcrystalcollectororb,Retail,,,,,
8126,Gerloc the Defender,uzizcrystalcollectorshield,Retail,,,,,
8127,Menhir Mana Field,menhirmanafield,Retail,,,,,
8128,Babe the Blue Auroch,aurochbabe,Retail,,,,,
8129,Paul the Monouga,monougapaul,Retail,,,,,
8130,Giant Monouga Axe,axereallybig,Retail,,,,,
8131,Sneaky Chest Generator!,soulfearingvestrychestgen,Retail,,,,,
8132,A Clue,cluetowncrier,Retail,,,,,
8133,Aerfalle's Pallium,robeaerfalle,Retail,,,,,
8134,Ashbane,swordleikotha,Retail,,,,,
8135,Zarea's Notes on Geomancy,notegeomancy,Retail,,,,,
8136,Ketnan,arwicketnan,Retail,,,,,
8137,Tiatus Raider,lugiantiatusraider,Retail,,,,,
8138,Extas Raider,lugianextasraider,Retail,,,,,
8139,Gigas Raider,lugiangigasraider,Retail,,,,,
8140,Laigus Raider,lugianlaigusraider,Retail,,,,,
8141,Lithos Raider,lugianlithosraider,Retail,,,,,
8142,Obeloth Raider,lugianobelothraider,Retail,,,,,
8143,Amploth Raider,lugianamplothraider,Retail,,,,,
8144,Banderling Head,banderlinghead,Retail,,,,,
8145,Drudge Head,drudgehead,Retail,,,,,
8146,Mosswart Head,mosswarthead,Retail,,,,,
8147,Tusker Head,tuskerhead,Retail,,,,,
8148,Banderling Mask,maskbanderling,Retail,,,,,
8149,Drudge Mask,maskdrudge,Retail,,,,,
8150,Mosswart Mask,maskmosswart,Retail,,,,,
8151,Skull Mask,maskskull,Retail,,,,,
8152,Tusker Mask,masktusker,Retail,,,,,
8153,Virindi Mask,maskvirindi,Retail,,,,,
8154,Broken Virindi Mask,maskvirindibroken,Retail,,,,,
8155,Leopold,collectorleopold,Retail,,,,,
8156,Light Herb Pouch,sackherbs25,Retail,,,,,
8157,Herb Pouch,sackherbs50,Retail,,,,,
8158,Heavy Herb Pouch,sackherbs75,Retail,,,,,
8159,Full Herb Pouch,sackherbs100,Retail,,,,,
8160,Light Potion and Powder Pouch,sackpowderpotion25,Retail,,,,,
8161,Potion and Powder Pouch,sackpowderpotion50,Retail,,,,,
8162,Heavy Potion and Powder Pouch,sackpowderpotion75,Retail,,,,,
8163,Full Potion and Powder Pouch,sackpowderpotion100,Retail,,,,,
8164,Light Taper Pouch,sacktapers25,Retail,,,,,
8165,Taper Pouch,sacktapers50,Retail,,,,,
8166,Heavy Taper Pouch,sacktapers75,Retail,,,,,
8167,Full Taper Pouch,sacktapers100,Retail,,,,,
8168,Gem,flagctfa,Retail,,,,,
8169,Gem,flagctfb,Retail,,,,,
8170,Aerlinthe Island Portal,portalctfisland,Retail,,,,,
8171,Aerlinthe Island Portal,portalctfislandexit,Retail,,,,,
8172,Aerlinthe Island Portal,portalctfislanda,Retail,,,,,
8173,Aerlinthe Island Portal,portalctfislandb,Retail,,,,,
8174,Gem,vestryctfa,Retail,,,,,
8175,Gem,vestryctfb,Retail,,,,,
8178,Jilsaya bint Dah,refereectfa,Retail,,,,,
8179,Jilsaya bint Dah,refereectfb,Retail,,,,,
8180,Evaporate All Magic Other,servicedispelother1,Retail,,,,,
8181,Extinguish All Magic Other,servicedispelother2,Retail,,,,,
8182,Cleanse All Magic Other,servicedispelother3,Retail,,,,,
8183,Devour All Magic Other,servicedispelother4,Retail,,,,,
8184,Purge All Magic Other,servicedispelother5,Retail,,,,,
8185,Nullify All Magic Other,servicedispelother6,Retail,,,,,
8186,A Stained Book,notefloatingcitya,Retail,,,,,
8187,A Stained Book,notefloatingcityb,Retail,,,,,
8188,A Stained Book,notefloatingcityc,Retail,,,,,
8189,Floating Spire,portalfloatingadvocatespire,Retail,,,,,
8190,The Floating City,portalfloatingcitya,Retail,,,,,
8191,The Floating City,portalfloatingcityb,Retail,,,,,
8192,The Floating City,portalfloatingcityc,Retail,,,,,
8193,The Floating City,portalfloatingcityd,Retail,,,,,
8194,The Floating City,portalfloatingcitydexit,Retail,,,,,
8195,The Floating City,portalfloatingcitye,Retail,,,,,
8196,The Floating City,portalfloatingcityf,Retail,,,,,
8197,The Floating City,portalfloatingcityfexit,Retail,,,,,
8198,The Floating City,portalfloatingcityg,Retail,,,,,
8199,The Floating City,portalfloatingcitygexit,Retail,,,,,
8200,Floating City Portal Gen (BDEG),portalfloatingcitybdeggen,Retail,,,,,
8201,Random Portal Dires Exit Gen,portalrandomdiresexitsgen,Retail,,,,,
8202,Random Direlands Portal Generator,portalrandomdiresgen,Retail,,,,,
8203,Jot's Playground,portaljot,Retail,,,,,
8204,King's Helm,regaliaaluvian,Retail,,,,,
8205,Shadow's Garb,regaliagharundim,Retail,,,,,
8206,Ogre Mask,regaliasho,Retail,,,,,
8207,Standing Orders,bookimpulse,Retail,,,,,
8208,Forgotten Text,bookimpulseuntranslated,Retail,,,,,
8209,Call for Adventurers!,bulletinxara,Retail,,,,,
8210,Armory Chest,chestxara,Retail,,,,,
8211,Discus,discus,Retail,,,,,
8212,Door,doorxara,Retail,,,,,
8213,Gem of Impulse,gemimpulse,Retail,,,,,
8214,Guard Post Key,keyxara,Retail,,,,,
8215,Mite Warrior Princess,mitematronxara,Retail,,,,,
8216,Mite Squire,mitesquirexara,Retail,,,,,
8217,Xarabydun Town Portal,portalxara,Retail,,,,,
8218,Lightless Tunnels Portal,portalxarabottom,Retail,,,,,
8219,Surface Portal,portalxaraexit,Retail,,,,,
8220,Uninhabited Area Portal,portalxaralower,Retail,,,,,
8221,Xarabydun Lifestone Portal,portalxarastone,Retail,,,,,
8222,Swamp Rat,ratswampxara,Retail,,,,,
8223,Xarabydun Swamp Rat Tail,rattailswampxara,Retail,,,,,
8224,Archmage Zarri ibn Khaybi,xaraarchmage,Retail,,,,,
8225,Barkeep Anarn,xarabarkeeper,Retail,,,,,
8226,Smith Ashaira bint Maisa,xarablacksmith,Retail,,,,,
8227,Bowyer Hanra ibn Zarib,xarabowyer,Retail,,,,,
8228,Xarabydun,xarabydunsign,Retail,,,,,
8229,Fazyad ibn Raymar,xaracollector,Retail,,,,,
8230,Farmer Khurah al-Rujarkir,xaragrocer,Retail,,,,,
8231,Jeweler Jurraf al-Djiqidh,xarajeweler,Retail,,,,,
8232,Pumpkin,pumpkin,Retail,,,,,
8233,Cooked Pumpkin,pumpkincooked,Retail,,,,,
8234,Pumpkin Liquid,pumpkinliquid,Retail,,,,,
8235,Pumpkin Pie Filling,pumpkinpiefilling,Retail,,,,,
8236,Spiced Pumpkin,pumpkinspiced,Retail,,,,,
8237,Sweetened Pumpkin,pumpkinsweetened,Retail,,,,,
8238,Healing Pumpkin Pie,healingpumpkinpie,Retail,,,,,
8239,Healing Pumpkin Soup,healingpumpkinsoup,Retail,,,,,
8240,Hearty Healing Pumpkin Pie,heartyhealingpumpkinpie,Retail,,,,,
8241,Hearty Healing Pumpkin Soup,heartyhealingpumpkinsoup,Retail,,,,,
8242,Hearty Mana Pumpkin Pie,heartymanapumpkinpie,Retail,,,,,
8243,Hearty Mana Pumpkin Soup,heartymanapumpkinsoup,Retail,,,,,
8244,Hearty Pumpkin Pie,heartypumpkinpie,Retail,,,,,
8245,Hearty Pumpkin Soup,heartypumpkinsoup,Retail,,,,,
8246,Mana Pumpkin Pie,manapumpkinpie,Retail,,,,,
8247,Mana Pumpkin Soup,manapumpkinsoup,Retail,,,,,
8248,Pumpkin Pie,pumpkinpie,Retail,,,,,
8249,Pumpkin Soup,pumpkinsoup,Retail,,,,,
8250,Superior Jack o' Lantern,jackolanternsuperiorfletcher,Retail,,,,,
8251,Superior Jack o' Lantern,jackolanternsuperiorcook,Retail,,,,,
8252,Jack o' Lantern,jackolanternfletcher,Retail,,,,,
8253,Jack o' Lantern,jackolanterncook,Retail,,,,,
8254,Mangled Pumpkin,pumpkinmangled,Retail,,,,,
8255,Archmage Sign,xarabydunarchmagesign,Retail,,,,,
8256,Forge and Bowyer Sign,xarabydunblacksmithsign,Retail,,,,,
8257,The Blue Grotto Pub,xarabydunpubsign,Retail,,,,,
8258,Banderling Captain,banderlingcaptaincamp,Retail,,,,,
8259,Banderling Orders,notebanderlingwanga,Retail,,,,,
8260,Translated Sotiris Note,notesotiristranslated,Retail,,,,,
8261,Sotiris Obsidian Shard,notesotirisuntranslated,Retail,,,,,
8262,Translated Tumideon Note,notetumideontranslated,Retail,,,,,
8263,Tumideon Obsidian Shard,notetumideonuntranslated,Retail,,,,,
8264,Sotiris Virindi Director,virindidirectorsotiris,Retail,,,,,
8265,Tumideon Virindi Director,virindidirectortumideon,Retail,,,,,
8266,Diyas al-Yat,zaikhalvirindischolar,Retail,,,,,
8267,Shadow,shadownofall,Retail,,,,,
8268,Shadow Lieutenant,shadowlieutenantnofall,Retail,,,,,
8269,Tumideon Hollow Minion,hollowminiontumideon,Retail,,,,,
8270,Sotiris Hollow Minion,hollowminionsotiris,Retail,,,,,
8271,Rickety Scarecrow,scarecrowrickety,Retail,,,,,
8272,Suspicious Scarecrow,scarecrowsuspicious,Retail,,,,,
8273,Shifty Scarecrow,scarecrowshifty,Retail,,,,,
8274,Shady Scarecrow,scarecrowshady,Retail,,,,,
8275,Scarecrow,scarecrowricketyfake,Retail,,,,,
8276,Scarecrow,scarecrowsuspiciousfake,Retail,,,,,
8277,Scarecrow,scarecrowshiftyfake,Retail,,,,,
8278,Scarecrow,scarecrowshadyfake,Retail,,,,,
8279,Rickety Scarecrow Gen,scarecrowricketygen,Retail,,,,,
8280,Suspicious Scarecrow Gen,scarecrowsuspiciousgen,Retail,,,,,
8281,Shifty Scarecrow Gen,scarecrowshiftygen,Retail,,,,,
8282,Shady Scarecrow Gen,scarecrowshadygen,Retail,,,,,
8283,Splitting Tool,toolsplitting,Retail,,,,,
8284,Amaranth Pea,peaherbamaranth,Retail,,,,,
8285,Bistort Pea,peaherbbistort,Retail,,,,,
8286,Comfrey Pea,peaherbcomfrey,Retail,,,,,
8287,Damiana Pea,peaherbdamiana,Retail,,,,,
8288,Dragonsblood Pea,peaherbdragonsblood,Retail,,,,,
8289,Eyebright Pea,peaherbeyebright,Retail,,,,,
8290,Frankincense Pea,peaherbfrankincense,Retail,,,,,
8291,Ginseng Pea,peaherbginseng,Retail,,,,,
8292,Hawthorn Pea,peaherbhawthorn,Retail,,,,,
8293,Henbane Pea,peaherbhenbane,Retail,,,,,
8294,Hyssop Pea,peaherbhyssop,Retail,,,,,
8295,Mandrake Pea,peaherbmandrake,Retail,,,,,
8296,Mugwort Pea,peaherbmugwort,Retail,,,,,
