RecipeID,Description,Status,Release,Comments,Approved,Approved By,Recipe Request,Request Single Recipe,Request Recipe Range
1401,Amuli Coat of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1402,Greater Celdon Girth of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1403,Lesser Celdon Girth of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1404,Celdon Girth of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1405,Greater Amuli Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1406,Lesser Amuli Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1407,Amuli Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1408,Greater Celdon Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1409,Lesser Celdon Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1410,Celdon Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1411,Greater Koujia Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1412,Lesser Koujia Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1413,Koujia Leggings of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1414,Greater Celdon Sleeves of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1415,Lesser Celdon Sleeves of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1416,Celdon Sleeves of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1417,Greater Koujia Sleeves of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1418,Lesser Koujia Sleeves of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1419,Koujia Sleeves of Flame,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1420,Greater Celdon Breastplate of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1421,Lesser Celdon Breastplate of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1422,Celdon Breastplate of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1423,Greater Koujia Breastplate of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1424,Lesser Koujia Breastplate of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1425,Koujia Breastplate of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1426,Greater Amuli Coat of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1427,Lesser Amuli Coat of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1428,Amuli Coat of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1429,Greater Celdon Girth of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1430,Lesser Celdon Girth of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1431,Celdon Girth of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1432,Greater Amuli Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1433,Lesser Amuli Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1434,Amuli Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1435,Greater Celdon Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1436,Lesser Celdon Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1437,Celdon Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1438,Greater Koujia Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1439,Lesser Koujia Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1440,Koujia Leggings of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1441,Greater Celdon Sleeves of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1442,Lesser Celdon Sleeves of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1443,Celdon Sleeves of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1444,Greater Koujia Sleeves of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1445,Lesser Koujia Sleeves of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1446,Koujia Sleeves of Lightning,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1447,Greater Celdon Breastplate of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1448,Lesser Celdon Breastplate of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1449,Celdon Breastplate of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1450,Greater Koujia Breastplate of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1451,Lesser Koujia Breastplate of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1452,Koujia Breastplate of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1453,Greater Amuli Coat of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1454,Lesser Amuli Coat of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1455,Amuli Coat of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1456,Greater Celdon Girth of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1457,Lesser Celdon Girth of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1458,Celdon Girth of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1459,Greater Amuli Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1460,Lesser Amuli Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1461,Amuli Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1462,Greater Celdon Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1463,Lesser Celdon Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1464,Celdon Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1465,Greater Koujia Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1466,Lesser Koujia Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1467,Koujia Leggings of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1468,Greater Celdon Sleeves of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1469,Lesser Celdon Sleeves of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1470,Celdon Sleeves of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1471,Greater Koujia Sleeves of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1472,Lesser Koujia Sleeves of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1473,Koujia Sleeves of Acid,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1474,Greater Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1475,Greater Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1476,Greater Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1477,Greater Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1478,Lesser Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1479,Lesser Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1480,Lesser Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1481,Lesser Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1482,Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1483,Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1484,Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1485,Celdon Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1486,Greater Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1487,Greater Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1488,Greater Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1489,Greater Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1490,Lesser Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1491,Lesser Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1492,Lesser Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1493,Lesser Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1494,Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1495,Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1496,Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1497,Koujia Shadow Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1498,Greater Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1499,Greater Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1500,Greater Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1501,Greater Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1502,Lesser Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1503,Lesser Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1504,Lesser Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1505,Lesser Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1506,Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1507,Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1508,Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1509,Amuli Shadow Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1510,Greater Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1511,Greater Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1512,Greater Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1513,Greater Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1514,Lesser Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1515,Lesser Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1516,Lesser Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1517,Lesser Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1518,Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1519,Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1520,Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1521,Celdon Shadow Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1522,Greater Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1523,Greater Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1524,Greater Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1525,Greater Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1526,Lesser Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1527,Lesser Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1528,Lesser Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1529,Lesser Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1530,Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1531,Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1532,Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1533,Amuli Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1534,Greater Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1535,Greater Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1536,Greater Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1537,Greater Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1538,Lesser Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1539,Lesser Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1540,Lesser Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1541,Lesser Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1542,Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1543,Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1544,Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1545,Celdon Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1546,Greater Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1547,Greater Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1548,Greater Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1549,Greater Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1550,Lesser Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1551,Lesser Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1552,Lesser Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1553,Lesser Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1554,Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1555,Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1556,Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1557,Koujia Shadow Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1558,Greater Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1559,Greater Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1560,Greater Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1561,Greater Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1562,Lesser Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1563,Lesser Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1564,Lesser Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1565,Lesser Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1566,Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1567,Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1568,Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1569,Celdon Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1570,Greater Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1571,Greater Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1572,Greater Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1573,Greater Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1574,Lesser Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1575,Lesser Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1576,Lesser Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1577,Lesser Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1578,Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1579,Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1580,Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1581,Koujia Shadow Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1582,Charged Celdon Sleeves,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1583,Charged Celdon Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1584,Frosty Celdon Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1585,Hardened Celdon Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1586,Plated Celdon Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1587,Scored Celdon Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1588,Searing Celdon Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1589,Solid Celdon Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1590,Brilliant Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1591,Charged Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1592,Frosty Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1593,Hardened Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1594,Plated Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1595,Scored Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1596,Searing Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1597,Solid Koujia Breastplate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1598,Brilliant Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1599,Charged Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1600,Frosty Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1601,Hardened Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1602,Plated Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1603,Scored Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1604,Searing Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1605,Solid Amuli Coat,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1606,Brilliant Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1607,Charged Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1608,Frosty Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1609,Hardened Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1610,Plated Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1611,Scored Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1612,Searing Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1613,Solid Celdon Girth,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1614,Brilliant Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1615,Charged Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1616,Frosty Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1617,Hardened Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1618,Plated Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1619,Scored Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1620,Searing Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1621,Solid Amuli Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1622,Brilliant Celdon Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1623,Charged Celdon Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1624,Frosty Celdon Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1625,Hardened Celdon Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1626,Plated Celdon Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1627,Scored Celdon Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
1628,Searing Celdon Leggings,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
